date,NFCI,ANFCI,Risk,Credit,Leverage,Nonfinancial_Leverage
2019-02-01,-0.5302391227572,-0.524583300890476,-0.627639848814523,-0.0097731464190206,0.0418176098027133,-0.395727498364843
2019-02-08,-0.550799698298111,-0.543047144087193,-0.648534686533844,-0.0231750001623048,0.0034350415001055,-0.403504279554029
2019-02-15,-0.568150009089973,-0.56324272625565,-0.667819800446951,-0.0337824943114703,-0.0309197877120263,-0.411935646846771
2019-02-22,-0.581550697373633,-0.582145722071255,-0.684177486372172,-0.0416127750125758,-0.0605683722632442,-0.420978207022252
2019-03-01,-0.590603919143007,-0.594790138842511,-0.696842497736933,-0.0467543450112549,-0.0854622286545533,-0.430570139651005
2019-03-08,-0.595931786080546,-0.598704210211769,-0.706142565249566,-0.0495427828663154,-0.105817678346395,-0.44063125782661
2019-03-15,-0.599846331622304,-0.597040200834074,-0.71277545866841,-0.0513762123946337,-0.122312297145621,-0.451061454274454
2019-03-22,-0.603752260464954,-0.594126540531508,-0.718197859605305,-0.0525960045022588,-0.13534736897946,-0.46174107441464
2019-03-29,-0.606456748788173,-0.593504465638656,-0.721545946412648,-0.0536278558622143,-0.144662739342001,-0.472536140664392
2019-04-05,-0.61048354596492,-0.599486995018773,-0.72482500593508,-0.0549170922819286,-0.150711781036806,-0.483310509306317
2019-04-12,-0.613706329402134,-0.609538674789291,-0.726781980866523,-0.0558979295597881,-0.153449849652636,-0.49390575780249
2019-04-19,-0.61567668687285,-0.619259200609694,-0.727573107581565,-0.0562045007334217,-0.152768741491606,-0.504195585396024
2019-04-26,-0.61472638391998,-0.623136484639933,-0.726212149546964,-0.0552553855224836,-0.148832284054742,-0.514064956641618
2019-05-03,-0.611378838860034,-0.620751207757855,-0.723066339877014,-0.05300056537946,-0.142113877265781,-0.523422939609684
2019-05-10,-0.604654007563096,-0.612306122079483,-0.717643212534485,-0.0493239334504129,-0.132785095531438,-0.532207663856156
2019-05-17,-0.596533645834695,-0.602736177905023,-0.711008717246953,-0.0449374763780554,-0.121823433224547,-0.540386588617874
2019-05-24,-0.588532971225652,-0.595613497516455,-0.703976203990588,-0.0406908272646798,-0.109942229607275,-0.547954400044968
2019-05-31,-0.580637232499992,-0.590502418916265,-0.69678380871101,-0.0369396910444689,-0.097310059260364,-0.554932276905213
2019-06-07,-0.575300915624661,-0.58877948877792,-0.691348762078202,-0.034293050509514,-0.0847224052046563,-0.561363783626882
2019-06-14,-0.573137541239709,-0.587697783620985,-0.688614759650108,-0.0328110374850608,-0.0723198112982444,-0.567311005742336
2019-06-21,-0.572970021559066,-0.586074154870819,-0.688747120276916,-0.0318222466668296,-0.059398553119033,-0.572850198513786
2019-06-28,-0.575232342587683,-0.585408251142107,-0.69170751371497,-0.030471163137511,-0.0474227696788112,-0.57806620782076
2019-07-05,-0.579161221443681,-0.58857375355881,-0.697141066604145,-0.0286489410259108,-0.0350245250386427,-0.583043451826699
2019-07-12,-0.58109150642746,-0.59208244631915,-0.701601282626347,-0.0254081625033631,-0.02219518647228,-0.587868750777438
2019-07-19,-0.580916326057843,-0.594940027408773,-0.704359688161288,-0.0206520054376363,-0.0089117938213078,-0.59261971503793
2019-07-26,-0.577603287066152,-0.593747562549853,-0.703984070692154,-0.0143132035213589,0.0047585969881268,-0.597361840926468
2019-08-02,-0.569869187184951,-0.583598951379663,-0.699651540824805,-0.0060790688289886,0.0191394154374332,-0.602147301787992
2019-08-09,-0.559018298411813,-0.568112936949592,-0.692203439881565,0.0032469407765244,0.0332701719662205,-0.607012180276386
2019-08-16,-0.547421544792162,-0.550887588911623,-0.68274715727715,0.012596593083469,0.0465036681241983,-0.61197606889711
2019-08-23,-0.537116182200535,-0.540978355549779,-0.672873160531318,0.0205198173802681,0.0583903977270329,-0.617041538172948
2019-08-30,-0.527633282602545,-0.540538052185459,-0.662315996463782,0.0265206364175103,0.0680849555545452,-0.622194360750243
2019-09-06,-0.520688107071364,-0.551483564063164,-0.652782662241852,0.0290771876165121,0.0751485956480018,-0.627403130316468
2019-09-13,-0.515264102113698,-0.563361414414619,-0.643980777003884,0.0285075044429674,0.0792732283968044,-0.632618883708889
2019-09-20,-0.511321229611366,-0.570574484522744,-0.637162639285393,0.0251591027848872,0.0804982963588517,-0.63777521046798
2019-09-27,-0.511435868140683,-0.570005257398059,-0.634834333140962,0.0193019100151067,0.0786372254327418,-0.642792441897798
2019-10-04,-0.515184590798838,-0.562294246969838,-0.636777535846816,0.0114789884265365,0.0744424174624767,-0.64756485162546
2019-10-11,-0.523668458690966,-0.556080817256303,-0.644034414922135,0.0028333135495438,0.0683361073545572,-0.651978033605983
2019-10-18,-0.536070172474875,-0.560407876764254,-0.655436296183434,-0.0058949235367049,0.061742746636489,-0.655894499288131
